content_id,title,description,category,level,duration,difficulty,rating
675,Machine Learning Basics - Beginner | Bootcamp (Updated Edition),"Perfect for beginners who want to build a strong foundation in STEM for Kids. Skills covered include project implementation, system design, critical thinking. You will gain hands-on experience using industry-standard tools.",STEM for Kids,Beginner,60,1,4.66
676,Kids Robotics | Essentials (2026 Edition),"Develop your first practical projects while learning the core concepts of Kids Robotics. Skills covered include project implementation, real-world deployment, team collaboration. You will improve your technical and analytical thinking.",STEM for Kids,Beginner,45,1,4.25
677,Young Inventors - Advanced | Essentials (Updated Edition),"Understand advanced implementation techniques used in professional environments. Skills covered include debugging, problem solving, best practices. You will be able to apply your knowledge to practical business scenarios.",STEM for Kids,Advanced,180,3,4.05
678,Innovation Lab - Beginner | Masterclass (Latest Version),"Gain practical skills in Innovation Lab with real-life case studies and beginner projects. Skills covered include best practices, data analysis, critical thinking. You will understand best practices followed by professional engineers.",STEM for Kids,Beginner,90,1,4.73
679,Artificial Intelligence | Hands-on Training (2026 Edition),"Learn advanced workflows and techniques used by professionals working in STEM for Kids. Skills covered include real-world deployment, software development, project implementation. You will build real projects throughout the course.",STEM for Kids,Intermediate,150,2,4.34
680,Future Technologies - Advanced | Practical Workshop (Updated Edition),"Understand advanced implementation techniques used in professional environments. Skills covered include debugging, team collaboration, project implementation. You will understand best practices followed by professional engineers.",STEM for Kids,Advanced,210,3,4.05
681,Computational Thinking - Beginner (2026 Edition),"Understand key principles and build confidence through guided exercises and quizzes. Skills covered include debugging, system design, real-world deployment. You will gain hands-on experience using industry-standard tools.",STEM for Kids,Beginner,60,1,4.09
682,Problem Solving | Project-Based Learning,"Gain practical skills in Problem Solving with real-life case studies and beginner projects. Skills covered include project implementation, critical thinking, software development. You will gain hands-on experience using industry-standard tools.",STEM for Kids,Beginner,90,1,4.31
683,Problem Solving - Beginner | Fundamentals (Latest Version),"Understand key principles and build confidence through guided exercises and quizzes. Skills covered include project implementation, system design, team collaboration. You will develop portfolio-ready applications.",STEM for Kids,Beginner,45,1,4.67
684,Digital Creativity - Beginner (Updated Edition),"Develop your first practical projects while learning the core concepts of Digital Creativity. Skills covered include debugging, real-world deployment, software development. You will gain hands-on experience using industry-standard tools.",STEM for Kids,Beginner,45,1,5.0
685,Math Games | Project-Based Learning,"Develop scalable solutions using modern frameworks and professional development practices. Skills covered include best practices, software development, project implementation. You will improve your technical and analytical thinking.",STEM for Kids,Intermediate,90,2,4.42
